gene,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000145642,SHISAL2B,19.49682137,2.919539915,1.013924447,2.879445233,0.003983755,0.028677072
ENSG00000105887,MTPN,793.0758561,-0.472406808,0.164068795,-2.879321496,0.003985318,0.028678107
ENSG00000168484,SFTPC,40.6179953,-1.276686733,0.443525615,-2.878496055,0.003995763,0.028743024
ENSG00000108651,UTP6,130.5279242,-0.747174386,0.259617304,-2.877983765,0.004002257,0.028779493
ENSG00000235837,ENSG00000235837,14.53085082,3.629636471,1.261416415,2.877429236,0.004009298,0.028819863
ENSG00000180592,SKIDA1,147.7755869,-0.693680036,0.241195415,-2.876008381,0.00402739,0.028937569
ENSG00000215586,ENSG00000215586,55.95380311,-1.119629286,0.389311909,-2.875918412,0.004028538,0.028937569
ENSG00000198685,LINC01565,16.16089374,-1.998654793,0.695118153,-2.875273482,0.004036777,0.02898644
ENSG00000088325,TPX2,735.2685548,-0.527966544,0.183657451,-2.874735221,0.004043664,0.029025579
ENSG00000159216,RUNX1,673.5143147,0.70944052,0.246825456,2.874259935,0.004049755,0.029058971
ENSG00000268282,ARPC1AP2,33.3928352,-1.302603468,0.453225201,-2.874075549,0.00405212,0.029065616
ENSG00000185883,ATP6V0C,617.0624396,-0.489928032,0.170584407,-2.87205636,0.004078102,0.0292416
ENSG00000170835,CEL,36.58902666,1.517746197,0.528642146,2.871027609,0.004091398,0.029326525
ENSG00000147889,CDKN2A,39.82766376,2.274959762,0.79257073,2.870355511,0.004100105,0.02935934
ENSG00000157103,SLC6A1,71.87726411,1.735892763,0.604769527,2.870337681,0.004100337,0.02935934
ENSG00000166181,API5,303.4182019,-0.595032575,0.207293481,-2.870483776,0.004098442,0.02935934
ENSG00000111186,WNT5B,46.34020593,2.21173163,0.770849093,2.869214804,0.004114922,0.029442904
ENSG00000140105,WARS1,353.8514768,0.621761769,0.216698028,2.869254394,0.004114407,0.029442904
ENSG00000251288,ENSG00000251288,34.25971043,-1.309273305,0.456361776,-2.868937267,0.004118535,0.029458316
ENSG00000063978,RNF4,315.7701338,-0.563202552,0.196440364,-2.867040867,0.004143295,0.029624926
ENSG00000099869,IGF2-AS,255.0423099,0.884702561,0.308640597,2.866449099,0.004151049,0.029669866
ENSG00000117360,PRPF3,308.5582214,-0.665648637,0.232251116,-2.866072935,0.004155985,0.029694637
ENSG00000001461,NIPAL3,52.83592044,1.133103104,0.395476836,2.86515669,0.004168029,0.029764161
ENSG00000204371,EHMT2,467.33369,-0.555342942,0.19382963,-2.865108612,0.004168662,0.029764161
ENSG00000069482,GAL,29.63963319,1.627375737,0.568252366,2.863825713,0.004185582,0.02987441
ENSG00000257564,ENSG00000257564,142.0894283,-0.740727906,0.258663944,-2.863668952,0.004187654,0.029878639
ENSG00000184144,CNTN2,57.69840191,1.560350153,0.545077754,2.862619401,0.004201549,0.029948551
ENSG00000186895,FGF3,111.8104681,0.894064461,0.312326795,2.862592886,0.004201901,0.029948551
ENSG00000278969,ENSG00000278969,18.32043898,1.810925663,0.632601297,2.862665113,0.004200943,0.029948551
ENSG00000188032,C19orf67,80.6673028,1.813060597,0.633410118,2.862380226,0.004204721,0.029958084
ENSG00000273238,TMEM271,138.7022488,2.754506197,0.962378421,2.862186159,0.004207297,0.029965865
ENSG00000124253,PCK1,34.7885599,1.355098004,0.473516105,2.861778065,0.004212718,0.029983329
ENSG00000275898,ENSG00000275898,16.24881306,3.14951375,1.100540271,2.861788736,0.004212576,0.029983329
ENSG00000226969,PRKCZ-DT,13.65633781,2.708425881,0.946663612,2.861022487,0.004222771,0.030044294
ENSG00000115211,EIF2B4,159.8904548,-0.697100894,0.243683106,-2.86068618,0.004227253,0.03006559
ENSG00000258674,ENSG00000258674,43.29691894,-1.833103238,0.640836474,-2.860485184,0.004229933,0.030074065
ENSG00000007968,E2F2,244.878283,-0.621270457,0.217333672,-2.85860194,0.004255124,0.03024252
ENSG00000290319,ENSG00000290319,165.3949508,1.218652153,0.426562315,2.856914711,0.004277808,0.030393049
ENSG00000167548,KMT2D,2007.845595,-0.440101123,0.154219468,-2.853732598,0.004320888,0.030688335
ENSG00000105193,RPS16,634.5622075,-0.531462902,0.18628533,-2.852950907,0.004331531,0.030753111
ENSG00000135870,RC3H1,458.2672536,-0.523563433,0.183537393,-2.852625419,0.00433597,0.030766544
ENSG00000288564,ENSG00000288564,58.68511194,-1.056271147,0.370285108,-2.852588784,0.00433647,0.030766544
ENSG00000104899,AMH,297.7325511,0.769163052,0.269682771,2.852103049,0.004343102,0.030802779
ENSG00000113272,THG1L,33.74135891,-1.513709135,0.53077942,-2.851861012,0.00434641,0.030807739
ENSG00000197122,SRC,262.3880226,0.686135941,0.240595074,2.851828713,0.004346852,0.030807739
ENSG00000228901,HMGN2P36,101.772541,-0.86005703,0.301604665,-2.85160387,0.004349927,0.030818723
ENSG00000278889,OR2S2,37.05210391,1.636830851,0.574067931,2.851284253,0.004354302,0.030838904
ENSG00000183060,LYSMD4,459.7558037,0.725648432,0.254635667,2.849751731,0.004375337,0.030977016
ENSG00000118689,FOXO3,258.2257778,0.585211134,0.205421446,2.848831731,0.004388008,0.031012378
ENSG00000165168,CYBB,376.3701454,0.929690224,0.326336043,2.848873861,0.004387427,0.031012378
ENSG00000205670,SMIM11,55.29195414,-1.313595149,0.461059818,-2.849077492,0.00438462,0.031012378
ENSG00000220267,ACTBP8,21.34977848,-1.669329805,0.585930339,-2.849024352,0.004385352,0.031012378
ENSG00000235651,G3BP1P1,47.01124308,-1.102386338,0.386960373,-2.848835217,0.00438796,0.031012378
ENSG00000174428,GTF2IRD2B,27.72700854,2.596087309,0.91141836,2.848403568,0.004393917,0.031032421
ENSG00000281808,ENSG00000281808,14.11941658,2.070069462,0.72673792,2.84844014,0.004393412,0.031032421
ENSG00000122035,RASL11A,97.20974185,-0.86246111,0.30283195,-2.847985853,0.004399688,0.031058693
ENSG00000243547,HNRNPKP4,243.0565157,-0.659789994,0.23167501,-2.847911803,0.004400712,0.031058693
ENSG00000125304,TM9SF2,710.6441709,-0.54586932,0.191725783,-2.847135687,0.004411456,0.031112776
ENSG00000137815,RTF1,407.1449816,-0.540212418,0.189736354,-2.847174019,0.004410924,0.031112776
ENSG00000116754,SRSF11,383.509411,-0.548601417,0.192736572,-2.846379436,0.004421947,0.031165006
ENSG00000271676,ENSG00000271676,147.1314851,0.78108361,0.274408042,2.846431192,0.004421228,0.031165006
ENSG00000063244,U2AF2,1412.768465,-0.487406492,0.171375094,-2.844091756,0.004453822,0.031291933
ENSG00000100422,CERK,166.8592515,0.817509943,0.287399932,2.844502909,0.004448078,0.031291933
ENSG00000143494,VASH2,237.4377143,0.665904541,0.234108597,2.844425833,0.004449154,0.031291933
ENSG00000153944,MSI2,1012.381201,-0.491332809,0.172737674,-2.844387084,0.004449695,0.031291933
ENSG00000155760,FZD7,393.3563924,0.566018391,0.198956409,2.844936705,0.004442025,0.031291933
ENSG00000166432,ZMAT1,119.8960136,1.264626177,0.444619722,2.844287187,0.004451091,0.031291933
ENSG00000182541,LIMK2,291.8241751,-0.582481755,0.204804533,-2.844086238,0.004453899,0.031291933
ENSG00000183856,IQGAP3,334.0313721,-0.569765987,0.200292205,-2.844673791,0.004445693,0.031291933
ENSG00000236007,MTCO1P46,117.3418955,0.843140525,0.296413964,2.84446965,0.004448542,0.031291933
ENSG00000240486,RPL23AP54,18.56978441,-1.771649406,0.623076293,-2.843390811,0.00446363,0.031349396
ENSG00000119285,HEATR1,151.3928166,-0.81275593,0.285935302,-2.842446964,0.004476868,0.031429765
ENSG00000289438,ENSG00000289438,16.34815138,3.362787934,1.18309996,2.842353181,0.004478185,0.031429765
ENSG00000178921,PFAS,247.1942606,-0.571564168,0.201132588,-2.841728302,0.004486971,0.031480491
ENSG00000106554,CHCHD3,336.2654173,-0.521071005,0.183381065,-2.841465691,0.004490668,0.03149549
ENSG00000115816,CEBPZ,139.5511239,-0.894096401,0.314689607,-2.841200924,0.004494399,0.031510711
ENSG00000132485,ZRANB2,392.3232576,-0.639452248,0.225091137,-2.840859286,0.004499216,0.031533541
ENSG00000223973,PAFAH1B1P2,69.67156513,-0.948785215,0.33402246,-2.840483284,0.004504523,0.031559788
ENSG00000163938,GNL3,194.8441818,-0.722678466,0.254465074,-2.839990783,0.004511484,0.031597594
ENSG00000102531,FNDC3A,438.2047531,-0.508959832,0.179281345,-2.838888962,0.004527091,0.031684929
ENSG00000241741,RPL7AP30,96.2836887,-0.816389295,0.287571206,-2.838911817,0.004526767,0.031684929
ENSG00000153317,ASAP1,1216.725136,-0.480178129,0.16916183,-2.838572557,0.004531582,0.031705374
ENSG00000110092,CCND1,696.6921101,-0.480809148,0.169476745,-2.837021368,0.004553656,0.03184879
ENSG00000225568,ENSG00000225568,112.9097935,-0.742503511,0.261734847,-2.83685386,0.004556046,0.031854474
ENSG00000177879,AP3S1,216.9728888,-0.679800616,0.239655497,-2.836574267,0.004560037,0.031871346
ENSG00000004455,AK2,855.6424351,0.654761411,0.230986049,2.834636175,0.00458779,0.032054227
ENSG00000168765,GSTM4,36.96386115,1.348363139,0.475772693,2.834049027,0.004596228,0.032102078
ENSG00000115275,MOGS,218.9218758,-0.679190172,0.239668297,-2.833875734,0.004598721,0.032108388
ENSG00000172350,ABCG4,839.0750609,0.583535312,0.205936686,2.833566582,0.004603172,0.032128357
ENSG00000155657,TTN,1667.794033,0.504953851,0.178225414,2.833231469,0.004608001,0.032147072
ENSG00000171766,GATM,27.27304139,1.739172975,0.613863386,2.833159648,0.004609036,0.032147072
ENSG00000163644,PPM1K,55.08743805,1.981544366,0.699476609,2.832895827,0.004612842,0.032162509
ENSG00000275029,HMGB1P24,92.19790979,-0.904186029,0.319215783,-2.832522939,0.004618225,0.032188934
ENSG00000145331,TRMT10A,43.93451453,-1.191913857,0.420836552,-2.832248887,0.004622186,0.032205425
ENSG00000227115,LINC01630,335.8289055,0.659993795,0.233081762,2.83159776,0.004631607,0.032259943
ENSG00000115310,RTN4,1606.327325,-0.546242202,0.192935712,-2.831213553,0.004637175,0.032287589
ENSG00000176853,FAM91A1,326.2906729,-0.546420025,0.19309933,-2.829735474,0.00465865,0.032425941
ENSG00000108654,DDX5,7025.380892,-0.454133278,0.160523097,-2.829083701,0.004668149,0.032458499
ENSG00000113391,ARB2A,196.501003,0.99133351,0.350400133,2.829147068,0.004667225,0.032458499
ENSG00000287063,ENSG00000287063,569.0286846,0.572231058,0.202252508,2.829290295,0.004665136,0.032458499
ENSG00000249488,NACAP5,247.9457697,-0.795593445,0.281390368,-2.827365596,0.004693271,0.03262195
ENSG00000197579,TOPORS,296.9283091,-0.635888356,0.224958593,-2.826690669,0.004703174,0.032670268
ENSG00000198042,MAK16,510.3590837,-0.549020053,0.194228472,-2.826671334,0.004703457,0.032670268
ENSG00000121361,KCNJ8,36.10293608,2.401209105,0.849774337,2.825702073,0.004717712,0.032758015
ENSG00000141576,RNF157,139.8104394,1.019304064,0.360858146,2.824666913,0.004732979,0.032841443
ENSG00000164620,RELL2,101.779787,0.989144064,0.350169279,2.824759688,0.004731609,0.032841443
ENSG00000116661,FBXO2,49.5697096,1.151434562,0.407722528,2.82406412,0.00474189,0.032880683
ENSG00000175224,ATG13,53.77817489,1.060033502,0.375344828,2.824159071,0.004740485,0.032880683
ENSG00000109320,NFKB1,387.855982,-0.670974119,0.237668056,-2.823156504,0.004755335,0.032951292
ENSG00000232956,SNHG15,17.21826554,1.957996614,0.693527475,2.823243037,0.004754052,0.032951292
ENSG00000122515,ZMIZ2,571.1364311,-0.478253696,0.169411868,-2.823023558,0.004757308,0.032953654
ENSG00000181101,ENTR1P2,47.64568363,-1.388528155,0.491907277,-2.822743677,0.004761462,0.032971127
ENSG00000237977,EIF4HP2,33.85140646,-1.391672415,0.493041278,-2.822628606,0.004763171,0.032971658
ENSG00000007202,BLTP2,886.9662572,-0.422664582,0.149795968,-2.821601866,0.004778446,0.033054736
ENSG00000054654,SYNE2,2558.357088,0.632510799,0.224166005,2.821617834,0.004778208,0.033054736
ENSG00000119912,IDE,373.4452141,-0.533820884,0.189252798,-2.820676302,0.004792253,0.033116249
ENSG00000178458,H3P16,115.8242338,-0.754039982,0.267319178,-2.820747801,0.004791185,0.033116249
ENSG00000198833,UBE2J1,175.5681642,-0.680762108,0.241347143,-2.820676059,0.004792257,0.033116249
ENSG00000177106,EPS8L2,21.41499034,1.957855733,0.694196193,2.82032047,0.004797571,0.033135888
ENSG00000214019,RBM39P1,113.2052413,-0.804328024,0.285195763,-2.820266391,0.00479838,0.033135888
ENSG00000065675,PRKCQ,189.6664182,0.68243498,0.242039414,2.819520043,0.004809553,0.03319035
ENSG00000213866,YBX1P10,93.42424208,-0.85122299,0.301893741,-2.819611254,0.004808186,0.03319035
ENSG00000135372,NAT10,322.1193194,-0.569867491,0.202143673,-2.819121088,0.004815535,0.033220283
ENSG00000178795,GDPD4,22.96481034,2.69671959,0.956816417,2.818429474,0.004825921,0.033280567
ENSG00000132386,SERPINF1,33.25301724,1.364846565,0.48436266,2.817819534,0.004835098,0.033332471
ENSG00000110921,MVK,82.0679616,0.946313353,0.336020005,2.816241113,0.004858919,0.03348526
ENSG00000184602,SNN,114.7350375,0.74805212,0.265647111,2.815961808,0.004863145,0.033502954
ENSG00000085733,CTTN,578.2880527,-0.454875185,0.161713457,-2.812846833,0.004910504,0.033817682
ENSG00000106367,AP1S1,398.2069459,-0.560480212,0.199291483,-2.81236409,0.00491788,0.033845404
ENSG00000175121,WFDC5,182.9731077,1.117233722,0.397255695,2.812379374,0.004917646,0.033845404
ENSG00000133606,MKRN1,620.7204868,0.506953242,0.180302917,2.811675205,0.004928424,0.033906417
ENSG00000101079,NDRG3,103.4489774,-0.769673161,0.273887892,-2.81017593,0.004951443,0.034018457
ENSG00000102854,MSLN,297.5291517,1.046659183,0.372453291,2.810175684,0.004951446,0.034018457
ENSG00000117114,ADGRL2,490.1401112,0.50500543,0.179701424,2.810247241,0.004950346,0.034018457
ENSG00000120833,SOCS2,272.3009688,-0.630285448,0.224280125,-2.810259925,0.00495015,0.034018457
ENSG00000008405,CRY1,99.91247777,0.814409034,0.289861128,2.809652465,0.004959502,0.034062219
ENSG00000196705,ZNF431,76.47702843,1.524209214,0.542622878,2.808965999,0.00497009,0.034123331
ENSG00000198836,OPA1,516.7692122,-0.522915364,0.186195441,-2.808421946,0.004978495,0.034157819
ENSG00000213145,CRIP1,26.10095795,2.748528657,0.978642745,2.808510738,0.004977122,0.034157819
ENSG00000128918,ALDH1A2,178.0746331,0.856102724,0.304847077,2.808302226,0.004980346,0.034158918
ENSG00000231228,ARPP19P1,101.4388096,-0.906711042,0.322979596,-2.807332273,0.004995369,0.034250323
ENSG00000182004,SNRPE,159.0933841,-0.674176218,0.240185935,-2.806892992,0.005002186,0.034285424
ENSG00000162402,USP24,245.6583472,-0.610597118,0.217550114,-2.80669638,0.005005239,0.034294718
ENSG00000139722,VPS37B,65.32138166,1.285229039,0.457942882,2.80652695,0.005007872,0.034297234
ENSG00000164111,ANXA5,351.1666118,0.598890401,0.213397528,2.806454255,0.005009002,0.034297234
ENSG00000184270,H2AC21,42.35684111,-1.29632757,0.461950739,-2.806203046,0.005012909,0.034312354
ENSG00000108349,CASC3,260.3335221,-0.610853282,0.217717981,-2.805708922,0.005020602,0.034353369
ENSG00000125814,NAPB,131.3807248,0.774498884,0.276108399,2.805053694,0.00503082,0.034409983
ENSG00000180900,SCRIB,173.5455485,-0.630795177,0.224890824,-2.804895127,0.005033295,0.034409983
ENSG00000223991,TANAR,22.78963286,2.776405701,0.98985859,2.804850843,0.005033987,0.034409983
ENSG00000113460,BRIX1,283.3728335,-0.639266999,0.227956416,-2.8043387,0.005041991,0.034453036
ENSG00000020181,ADGRA2,274.9601921,2.372955303,0.846505346,2.803237233,0.005059244,0.034503119
ENSG00000072415,PALS1,203.6588016,-0.613010225,0.218677112,-2.803266507,0.005058785,0.034503119
ENSG00000134278,SPIRE1,155.4004537,-0.666466412,0.237750602,-2.803216508,0.005059569,0.034503119
ENSG00000158636,EMSY,449.6494163,-0.55866484,0.199266914,-2.803600608,0.005053546,0.034503119
ENSG00000169071,ROR2,76.98890333,1.521828784,0.542862259,2.803342392,0.005057595,0.034503119
ENSG00000281010,ENSG00000281010,28.73457999,2.154198099,0.76835145,2.803662437,0.005052577,0.034503119
ENSG00000102390,PBDC1,164.5463316,-0.672194857,0.239819922,-2.802915006,0.005064301,0.034523734
ENSG00000019144,PHLDB1,465.9844173,-0.597552256,0.213239261,-2.802261896,0.005074566,0.034582037
ENSG00000184792,OSBP2,15.59866367,1.926492578,0.687666751,2.801491527,0.005086698,0.034653021
ENSG00000168175,MAPK1IP1L,146.9260555,-0.769430219,0.274711255,-2.800868928,0.005096521,0.034708239
ENSG00000118680,MYL12B,301.0855397,-0.544104994,0.19429556,-2.800398496,0.005103956,0.034743169
ENSG00000267059,ENSG00000267059,120.3622742,-1.194804323,0.426666043,-2.800326728,0.005105091,0.034743169
ENSG00000271268,ENSG00000271268,36.96043666,-1.294658245,0.462350683,-2.800165095,0.005107648,0.034748863
ENSG00000066654,THUMPD1,134.6789103,-0.712616539,0.254520953,-2.799834472,0.005112882,0.034761056
ENSG00000255128,HSPD1P3,90.56534088,-0.853505077,0.304838384,-2.799860916,0.005112463,0.034761056
ENSG00000183291,SELENOF,187.0176844,-0.709647456,0.253480926,-2.799608903,0.005116455,0.034773649
ENSG00000121210,TMEM131L,308.4317922,-0.572563417,0.20457257,-2.798827907,0.005128846,0.034846138
ENSG00000122008,POLK,108.0985416,-0.836030696,0.298759386,-2.798341195,0.005136582,0.034886961
ENSG00000196689,TRPV1,38.9626213,1.873831212,0.669737576,2.797858862,0.005144259,0.034927354
ENSG00000159640,ACE,87.09158747,1.310140505,0.468337184,2.797430038,0.005151092,0.034962
ENSG00000230987,ENSG00000230987,18.07944876,2.196478019,0.785232279,2.797233477,0.005154227,0.034971527
ENSG00000278845,MRPL45,39.73285192,-1.245874066,0.445412652,-2.797123205,0.005155987,0.034971718
ENSG00000137947,GTF2B,110.1236069,-0.781708302,0.279560943,-2.796199975,0.00517074,0.035060009
ENSG00000077044,DGKD,359.7192995,0.861460241,0.308113807,2.795915736,0.005175289,0.035079083
ENSG00000273802,H2BC8,15.10236974,-2.007877517,0.718372968,-2.7950349,0.005189411,0.035163005
ENSG00000150347,ARID5B,449.9278958,-0.501879849,0.179615434,-2.794191112,0.005202972,0.035243069
ENSG00000225378,ENSG00000225378,27.15802409,-1.485334705,0.53167007,-2.793715105,0.005210636,0.035283151
ENSG00000105447,GRWD1,159.7750955,-0.673202086,0.241096548,-2.792251038,0.005234273,0.03540567
ENSG00000187609,EXD3,324.2828228,1.146356736,0.410518532,2.792460379,0.005230887,0.03540567
ENSG00000198898,CAPZA2,924.9364206,-0.514696594,0.18432645,-2.792310015,0.005233319,0.03540567
ENSG00000243896,OR2A7,21.92915243,2.20676113,0.79034185,2.792160293,0.005235741,0.03540567
ENSG00000113282,CLINT1,679.8951563,-0.562855647,0.201608996,-2.791818116,0.005241281,0.035431269
ENSG00000125449,ARMC7,55.93721906,1.504070106,0.538911931,2.790938594,0.005255544,0.035515804
ENSG00000186575,NF2,405.7874192,-0.544645723,0.195165573,-2.790685444,0.005259656,0.035531703
ENSG00000196950,SLC39A10,793.030942,-0.551263106,0.197622259,-2.789478825,0.005279295,0.03565245
ENSG00000136813,ECPAS,626.3518876,-0.450570452,0.16157656,-2.788587968,0.005293837,0.035738332
ENSG00000148840,PPRC1,314.0175442,-0.570904406,0.204744492,-2.788374916,0.00529732,0.035738332
ENSG00000179115,FARSA,176.8475696,-0.706910821,0.25351225,-2.788468093,0.005295796,0.035738332
ENSG00000126012,KDM5C,971.6732845,-0.486738399,0.174626079,-2.787317908,0.005314631,0.035843151
ENSG00000177455,CD19,23.54467386,1.737682565,0.623518347,2.78689885,0.005321509,0.035877555
ENSG00000115568,ZNF142,213.5392098,-0.607199302,0.217933365,-2.786169529,0.005333497,0.03592241
ENSG00000167202,TBC1D2B,52.87605626,1.169664241,0.419802261,2.786226633,0.005332557,0.03592241
ENSG00000276116,FUT8-AS1,39.83337587,1.306333352,0.468831227,2.786361653,0.005330337,0.03592241
ENSG00000101236,RNF24,377.3819928,0.576498666,0.207016104,2.784801065,0.005356057,0.036062333
ENSG00000207389,RNU1-4,166.993631,10.87583519,3.907029417,2.783658384,0.005374961,0.036177555
ENSG00000082516,GEMIN5,237.0526675,-0.619354131,0.222559324,-2.782872088,0.005388004,0.036253265
ENSG00000100410,PHF5A,320.1951385,-0.609224254,0.218934032,-2.782684118,0.005391127,0.036262193
ENSG00000213625,LEPROT,80.19131914,0.844339102,0.303470106,2.782280975,0.005397829,0.036295186
ENSG00000116133,DHCR24,247.1800826,-0.663643163,0.23854237,-2.782076677,0.005401228,0.036305956
ENSG00000198406,BZW1P2,175.553868,-0.661096903,0.237698649,-2.781239637,0.005415175,0.036387597
ENSG00000100304,TTLL12,255.3155583,-0.555884358,0.199932818,-2.780355735,0.005429938,0.036474665
ENSG00000148848,ADAM12,139.3051062,-0.79438653,0.285767406,-2.779836022,0.005438635,0.036520943
ENSG00000103353,UBFD1,292.0864391,-0.592573923,0.213197148,-2.779464588,0.005444859,0.036550584
ENSG00000289173,ENSG00000289173,537.4690083,1.771794829,0.637573782,2.77896438,0.00545325,0.036594753
ENSG00000105698,USF2,357.621051,-0.597224772,0.214918511,-2.778842867,0.005455291,0.036596286
ENSG00000226642,ACTG1P12,69.73840605,-1.051962139,0.378619311,-2.778416499,0.005462455,0.036632181
ENSG00000183734,ASCL2,20.83707147,2.61228627,0.940560403,2.777372152,0.005480039,0.036737908
ENSG00000278704,ENSG00000278704,20.87760158,1.636531708,0.589333703,2.776918576,0.005487692,0.036777007
ENSG00000185641,ENSG00000185641,379.5824488,-0.641260513,0.230989491,-2.776145832,0.005500753,0.036852308
ENSG00000166734,GOLM2,824.8005513,-0.483458548,0.1741726,-2.775743988,0.005507556,0.036885649
ENSG00000064218,DMRT3,27.44862434,1.387748507,0.500043858,2.775253582,0.005515868,0.036916839
ENSG00000188766,SPRED3,48.68270254,1.087776531,0.391951084,2.775286448,0.005515311,0.036916839
ENSG00000186480,INSIG1,339.3589577,0.538590602,0.194082588,2.775058839,0.005519172,0.036926717
ENSG00000065526,SPEN,930.1168615,-0.438480289,0.158019486,-2.774849482,0.005522726,0.03693826
ENSG00000187999,HNRNPA1P61,190.7761529,-0.675794149,0.243553176,-2.774729365,0.005524766,0.036939673
ENSG00000170419,VSTM2A,37.09742222,1.306912498,0.471032901,2.774567327,0.005527519,0.036942333
ENSG00000185090,MANEAL,76.44078664,-0.925950297,0.333737037,-2.774490676,0.005528822,0.036942333
ENSG00000035499,DEPDC1B,118.7077998,-0.784080106,0.282646,-2.774071118,0.005535957,0.036977779
ENSG00000261315,LARP4P,164.0652965,-0.713832303,0.257362259,-2.773647951,0.005543163,0.037013668
ENSG00000153879,CEBPG,97.42793113,0.784853511,0.283020284,2.773135194,0.005551905,0.037059792
ENSG00000072071,ADGRL1,552.9961293,-0.541515281,0.195310509,-2.772586495,0.005561274,0.037110066
ENSG00000107485,GATA3,1553.804049,0.693424503,0.250121483,2.77235084,0.005565302,0.03712468
ENSG00000196935,SRGAP1,181.3292414,2.924456766,1.055275218,2.771273992,0.005583742,0.037235393
ENSG00000072506,HSD17B10,100.3629186,0.78239032,0.282378813,2.770711836,0.00559339,0.037287423
ENSG00000117758,STX12,215.3267078,-0.60845131,0.219654268,-2.770040919,0.005604925,0.03735199
ENSG00000131778,CHD1L,41.60139895,-1.12985165,0.407949122,-2.769589611,0.005612696,0.037391442
ENSG00000227939,RPL3P2,1164.54729,-0.459353054,0.165895244,-2.768934431,0.005623995,0.037454362
ENSG00000100296,THOC5,283.9990815,-0.589386715,0.212880616,-2.768625556,0.005629329,0.037477527
ENSG00000123975,CKS2,324.2438066,-0.578466643,0.208970268,-2.768176783,0.005637087,0.037479762
ENSG00000155366,RHOC,458.2405611,0.577923309,0.208771262,2.768212942,0.005636461,0.037479762
ENSG00000230333,ENSG00000230333,19.3202834,2.269122241,0.819715194,2.768183701,0.005636967,0.037479762
ENSG00000277157,H4C4,66.73712141,-0.947864253,0.342380568,-2.76845225,0.005632324,0.037479762
ENSG00000237489,C10orf143,220.7875566,1.202487775,0.434517563,2.767408909,0.005650383,0.037555806
ENSG00000145191,EIF2B5,570.0672308,-0.451127705,0.16302476,-2.767234281,0.005653411,0.03756357
ENSG00000102241,HTATSF1,133.5884625,-0.740932766,0.2678574,-2.766146338,0.005672307,0.037614784
ENSG00000119487,MAPKAP1,2769.249869,0.502299397,0.181603964,2.765905468,0.005676499,0.037614784
ENSG00000162496,DHRS3,74.59501002,0.931849045,0.336838599,2.766455649,0.005666929,0.037614784
ENSG00000166147,FBN1,120.2042453,-0.712291412,0.257474203,-2.766457388,0.005666899,0.037614784
ENSG00000174775,HRAS,215.4174128,-0.569677085,0.205963347,-2.76591487,0.005676335,0.037614784
ENSG00000188089,PLA2G4E,48.14946146,1.213285298,0.438650017,2.765952927,0.005675673,0.037614784
ENSG00000207047,SNORD51,32.43408445,1.388975161,0.502065616,2.766521182,0.00566579,0.037614784
ENSG00000253991,ENSG00000253991,41.95652535,-1.294999443,0.468214326,-2.765826183,0.005677879,0.037614784
ENSG00000275395,FCGBP,78.45708325,0.849284775,0.307058207,2.76587551,0.00567702,0.037614784
ENSG00000139874,SSTR1,106.1453482,0.80725534,0.291941236,2.765129558,0.005690019,0.037682852
ENSG00000137968,SLC44A5,34.63238113,-1.329554986,0.480978471,-2.764271305,0.005705008,0.037769735
ENSG00000173531,MST1,15.75205003,2.305301317,0.834160551,2.763618243,0.005716438,0.037833003
ENSG00000235173,HGH1,70.7636294,-0.898253599,0.325069104,-2.763269678,0.005722546,0.037861027
ENSG00000162913,OBSCN-AS1,20.95560476,2.116625451,0.766109623,2.762823213,0.005730379,0.037900437
ENSG00000154553,PDLIM3,44.92402634,-1.086950854,0.393484203,-2.762374818,0.005738256,0.03794011
ENSG00000111707,SUDS3,184.9349377,-0.703433764,0.254718952,-2.761607482,0.005751758,0.037997745
ENSG00000240694,PNMA2,420.6639151,0.659569351,0.238843393,2.761513902,0.005753407,0.037997745
ENSG00000248333,CDK11B,415.6394847,-0.561925135,0.203477779,-2.761604427,0.005751812,0.037997745
ENSG00000293199,PTENP1,224.8016571,-0.631112231,0.22854362,-2.761451979,0.005754498,0.037997745
ENSG00000119392,GLE1,171.0381995,-0.657389262,0.238071024,-2.761315723,0.005756899,0.038000978
ENSG00000163110,PDLIM5,188.7801855,-0.704326906,0.25507901,-2.761210756,0.00575875,0.038000978
ENSG00000163092,XIRP2,181.9026394,0.715542979,0.259160098,2.761007523,0.005762335,0.038012215
ENSG00000233273,AMMECR1LP1,19.31685877,-2.727339978,0.988458065,-2.759186326,0.005794549,0.038212239
ENSG00000103540,CCP110,125.4825367,-0.758114922,0.274813749,-2.758649906,0.005804068,0.038225095
ENSG00000178015,GPR150,21.24364087,2.21972646,0.804552615,2.758957484,0.005798608,0.038225095
ENSG00000213237,PTMAP10,77.50147708,-0.874181985,0.316872691,-2.758779817,0.005801761,0.038225095
ENSG00000213918,DNASE1,132.4784376,0.804047877,0.291454493,2.758742437,0.005802425,0.038225095
ENSG00000212534,SNORD70,41.77514677,1.562437332,0.566431222,2.758388437,0.005808713,0.038243218
ENSG00000131370,SH3BP5,78.47353614,-0.972322605,0.352633686,-2.757316285,0.005827795,0.038356348
ENSG00000180329,CCDC43,88.64242982,-0.812689846,0.2947705,-2.757025708,0.005832977,0.038377946
ENSG00000140836,ZFHX3,1218.247741,-0.482274173,0.17496345,-2.756428115,0.005843646,0.038435623
